"title","url","maker","type","year","km","price" 
"Very Clean. Original Paint bumper to bumper M...","https://dubai.dubizzle.com/motors/used-cars/mazda/cx-7/2019/1/21/very-clean-original-paint-bumper-to-bumper-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=522","Mazda","CX-7","2010","138,359","24000"
"C63 low km 2015","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/14/c63-low-km-2015-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=523","Mercedes-Benz","C-Class","2015","22,000","208000"
"Touareg 2014.Sport Top Of the Line.360 Camera...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/touareg/2019/1/26/touareg-2014sport-top-of-the-line360-camer-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=524","Volkswagen","Touareg","2014","120,000","63000"
"Infiniti EX35 Black 2008 Full Option Low Mile...","https://dubai.dubizzle.com/motors/used-cars/infiniti/ex35/2019/1/26/infiniti-ex35-black-2008-full-option-low-m-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=525","Infiniti","EX35","2008","94,000","29500"
"Caprice SS (V8 6.0) 2009 GCC,,ACCIDENT FREE,,...","https://dubai.dubizzle.com/motors/used-cars/chevrolet/caprice/2019/1/23/caprice-39-39-ss-39-39-v8-60-2009-gcc-acci-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=526","Chevrolet","Caprice","2009","42,000","23500"
"Altima 2015 2.5S Full Automatic In Great Cond...","https://dubai.dubizzle.com/motors/used-cars/nissan/altima/2018/11/9/altima-2015-25s-full-automatic-in-great-co-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=527","Nissan","Altima","2015","90,000","32000"
"2013 JEEP GRAND CHEROKEE !! 3.6 V6 !! GCC SPE...","https://dubai.dubizzle.com/motors/used-cars/jeep/grand-cherokee/2018/9/17/jeep-grand-cherokee-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=528","Jeep","Grand Cherokee","2013","120,000","52000"
"Mitsubishi Pajero((Top Of The Range))500% Acc...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/pajero/2019/1/10/mitsubishi-pajero-38-top-of-the-range-500--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=529","Mitsubishi","Pajero","2013","72,000","45000"
"BMW 325I CONVERTIBLE(( TOP OF THE RANGE))GCC ...","https://dubai.dubizzle.com/motors/used-cars/bmw/3-series/2018/11/1/bmw-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=530","BMW","3-Series","2009","121,500","39000"
"Audi A6 GCC Spec very clean title  2016 new s...","https://dubai.dubizzle.com/motors/used-cars/audi/a6/2019/1/22/audi-a6-gcc-spec-very-clean-title-2016-new-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=531","Audi","A6","2016","99,000","69000"
"RANGE ROVER SPORT GCC UNDER WARRENTY LOW MILA...","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-sport/2019/1/26/range-rover-sport-gcc-under-warrenty-low-m-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=532","Land Rover","Range Rover Sport","2015","60,000","205000"
"(CLEAN TITLE) 2018 ford mustang V4 ecoboost t...","https://dubai.dubizzle.com/motors/used-cars/ford/mustang/2019/1/23/-clean-title-2018-ford-mustang-v4-ecoboost-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=533","Ford","Mustang","2018","22,000","118000"
"Amazing LandCruiser 2015 V8 4.6GXR with FSH, ...","https://dubai.dubizzle.com/motors/used-cars/toyota/land-cruiser/2019/1/14/super-clean-land-cruiser-2015-v8-46-gxr-wi-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=534","Toyota","Land Cruiser","2015","80,000","165000"
"MERCEDES BENZ C300 //AMG 2017","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/9/mercedes-benz-c300-amg-2017-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=535","Mercedes-Benz","C-Class","2017","18,000","99000"
"MERCEDES BENZ GLC 300//AMG2016","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glc/2019/1/11/mercedes-benz-glc-300amg2016-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=536","Mercedes-Benz","GLC","2016","44,000","122000"
"MERCEDES G63 AMG EDITION 463 - BRAND NEW - MO...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2019/1/20/mercedes-g63-amg-edition-463-brand-new-mod-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=537","Mercedes-Benz","G-Class","2018","0","519000"
"Mercedes V250 Long 7 sitar model 2018  0km fo...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/viano/2018/11/2/mercedes-v250-long-model-2017-0km-for-expe-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=538","Mercedes-Benz","Viano","2018","0","170000"
"SMART  PROXY PANORAMA 0KM MODEL 2017  Two yea...","https://dubai.dubizzle.com/motors/used-cars/smart/other/2018/10/6/%D8%B3%D9%85%D8%A7%D8%B1%D8%AA-%D8%A8%D8%A7%D8%B4%D9%8A%D9%86-%D8%A8%D8%A7%D9%86%D9%88%D8%B1%D8%A7%D9%85%D8%A7-%D8%B2%D9%8A%D8%B1%D9%88-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2017-%D8%B6%D9%85%D8%A7%D9%86--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=539","Smart","Other","2017","0","69000"
"smart   forfour electric drive passion","https://dubai.dubizzle.com/motors/used-cars/smart/other/2019/1/23/smart-44-forfour-electric-drive-passion-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=540","Smart","Other","2018","0","92000"
"MINI JOHN COOPER WORKS 2018   0km","https://dubai.dubizzle.com/motors/used-cars/mini/cooper/2019/1/22/mini-john-cooper-works-2018-0km-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=541","MINI","Cooper","2018","0","140000"
"Warranty till 2/2020.FULL SERVICE HISTORY GCC...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/scirocco/2019/1/12/warranty-till-22020full-service-history-gc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=542","Volkswagen","Scirocco","2011","99,000","30000"
"Gorgeous Blue Challenger SXT Plus With Fully ...","https://dubai.dubizzle.com/motors/used-cars/dodge/challenger/2019/1/26/gorgeous-blue-challenger-sxt-plus-with-ful-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=543","Dodge","Challenger","2013","103,000","49999"
"Mercedes Benz S Class S63 AMG / Excellent Con...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2019/1/26/mercedes-benz-s-class-s63-amg-excellent-co-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=544","Mercedes-Benz","S-Class","2008","122,000","65000"
"Chevrolet Camaro RS V6 - Agency Service Histo...","https://dubai.dubizzle.com/motors/used-cars/chevrolet/camaro/2019/1/26/chevrolet-camaro-rs-v6-agency-service-hist-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIx&pos=545","Chevrolet","Camaro","2014","114,000","55000"
"Dodge Durango Crew Plus Limited V6 Fully Load...","https://dubai.dubizzle.com/motors/used-cars/dodge/durango/2019/1/26/dodge-durango-crew-plus-limited-v6-fully-l-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=547","Dodge","Durango","2014","39,000","68000"
"Mitsubishi ASX 2013 / Available for Bank Fina...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/asx/2019/1/24/mitsubishi-asx-2013-available-for-bank-fin-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=548","Mitsubishi","ASX","2013","39,000","35000"
"Toyota Corolla 2015 SE+ / Available for Bank ...","https://dubai.dubizzle.com/motors/used-cars/toyota/corolla/2019/1/20/toyota-corolla-2015-se-available-for-bank--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=549","Toyota","Corolla","2015","26,000","39000"
"TOYOTA SEQUOIA 2014 MODEL / 1,417 Monthly / A...","https://dubai.dubizzle.com/motors/used-cars/toyota/sequoia/2018/12/3/toyota-sequoia-2014-model-1-417-monthly-av-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=550","Toyota","Sequoia","2014","45,000","82000"
"Lexus IS 300, 2016 USA specific","https://dubai.dubizzle.com/motors/used-cars/lexus/is-series/2018/8/7/luxes-is-250-2015-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=551","Lexus","IS-Series","2016","28,000","65000"
"2017 Gulf specs Camaro, LT2, 3.6L","https://dubai.dubizzle.com/motors/used-cars/chevrolet/camaro/2019/1/14/2017-gulf-specs-camaro-lt2-36l-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=552","Chevrolet","Camaro","2017","34,000","108000"
"MUSTANG V6 PREMIUM 2014 SERVICE HISTORY ALTAY...","https://dubai.dubizzle.com/motors/used-cars/ford/mustang/2019/1/20/mustang-v6-premium-2014-service-history-al-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=553","Ford","Mustang","2014","78,000","63000"
"Bentley GT V8 2015","https://dubai.dubizzle.com/motors/used-cars/bentley/continental/2019/1/23/bentley-gt-v8-2015-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=554","Bentley","Continental","2015","50,000","330000"
"Lexus LX570 2016 GCC 40km","https://dubai.dubizzle.com/motors/used-cars/lexus/lx-series/2019/1/17/%D8%A7%D9%84%D9%82%D8%B1%D9%87%D9%88%D8%AF-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=555","Lexus","LX-Series","2016","40,000","307000"
"رنجلر روبكون خليجي تشيكات وكاله","https://dubai.dubizzle.com/motors/used-cars/jeep/wrangler/2019/1/23/%D8%B1%D9%86%D8%AC%D9%84%D8%B1-%D8%B1%D9%88%D8%A8%D9%83%D9%88%D9%86-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D8%AA%D8%B4%D9%8A%D9%83%D8%A7%D8%AA-%D9%88%D9%83%D8%A7%D9%84%D9%87-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=556","Jeep","Wrangler","2016","37,000","138000"
"اويسي خليجي تشيكات وكاله بحاله جيده","https://dubai.dubizzle.com/motors/used-cars/honda/odyssey/2018/10/12/%D8%A7%D9%88%D9%8A%D8%B3%D9%8A-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D8%AA%D8%B4%D9%8A%D9%83%D8%A7%D8%AA-%D9%88%D9%83%D8%A7%D9%84%D9%87-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D8%AC%D9%8A%D8%AF%D9%87-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=557","Honda","Odyssey","2014","123,000","57000"
"رانجلر خليجي كير عادي بحالة الوكاله مالك اول","https://dubai.dubizzle.com/motors/used-cars/jeep/wrangler/2019/1/14/%D8%B1%D8%A7%D9%86%D8%AC%D9%84%D8%B1-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D9%83%D9%8A%D8%B1-%D8%B9%D8%A7%D8%AF%D9%8A-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D9%88%D9%83%D8%A7%D9%84%D9%87-%D9%85%D8%A7%D9%84%D9%83-%D8%A7-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=558","Jeep","Wrangler","2014","100,000","62000"
"براد كوبي GXR خليجي تشيكات وكاله مالك اول","https://dubai.dubizzle.com/motors/used-cars/toyota/prado/2019/1/17/%D8%A8%D8%B1%D8%A7%D8%AF-%D9%83%D9%88%D8%A8%D9%8A-gxr-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D8%AA%D8%B4%D9%8A%D9%83%D8%A7%D8%AA-%D9%88%D9%83%D8%A7%D9%84%D9%87-%D9%85%D8%A7%D9%84%D9%83-%D8%A7%D9%88%D9%84-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=559","Toyota","Prado","2017","51,000","117000"
"سكاليد بلاتينيوم خليجي تشيكات وكاله مالك اول","https://dubai.dubizzle.com/motors/used-cars/cadillac/escalade/2018/10/30/%D8%B3%D9%83%D8%A7%D9%84%D9%8A%D8%AF-%D8%A8%D9%84%D8%A7%D8%AA%D9%8A%D9%86%D9%8A%D9%88%D9%85-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D8%AA%D8%B4%D9%8A%D9%83%D8%A7%D8%AA-%D9%88%D9%83%D8%A7%D9%84%D9%87-%D9%85%D8%A7%D9%84%D9%83-%D8%A7-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=560","Cadillac","Escalade","2014","82,000","93000"
"اوديسي خليجي فل اوبشن","https://dubai.dubizzle.com/motors/used-cars/honda/odyssey/2019/1/5/%D8%A7%D9%88%D8%AF%D9%8A%D8%B3%D9%8A-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D9%81%D9%84-%D8%A7%D9%88%D8%A8%D8%B4%D9%86-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=561","Honda","Odyssey","2015","123,000","68000"
"جي ام سي 2500 دينالي خليجي 8 برغي بحالة الوكا...","https://dubai.dubizzle.com/motors/used-cars/gmc/sierra/2019/1/10/%D8%AC%D9%8A-%D8%A7%D9%85-%D8%B3%D9%8A-2500-%D8%AF%D9%8A%D9%86%D8%A7%D9%84%D9%8A-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-8-%D8%A8%D8%B1%D8%BA%D9%8A-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=562","GMC","Sierra","2018","4,000","184000"
"VERIFIED CAR! BMW X6 XDRIVE 50I 2013 - WARRAN...","https://dubai.dubizzle.com/motors/used-cars/bmw/x6/2019/1/12/verified-car-bmw-x6-xdrive-50i-2013-warran-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=563","BMW","X6","2013","74,500","109000"
"DEPOSIT TAKEN! JEEP CHEROKEE TRAILHAWK 2014 -...","https://dubai.dubizzle.com/motors/used-cars/jeep/cherokee/2018/12/29/verified-car-jeep-cherokee-trailhawk-2014--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=564","Jeep","Cherokee","2014","74,000","55000"
"VERIFIED CAR! MERCEDES BENZ G500  2015 - FULL...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2018/12/29/verified-car-mercedes-benz-g500-2015-full--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=565","Mercedes-Benz","G-Class","2015","58,000","249000"
"VERIFIED CAR! BMW 330I M SPORT 2017 - WARRANT...","https://dubai.dubizzle.com/motors/used-cars/bmw/3-series/2019/1/12/verified-car-bmw-330i-m-sport-2017-warrant-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=566","BMW","3-Series","2017","55,610","109000"
"Black Matt Camaro - GCC - AlGhandi - Premium","https://dubai.dubizzle.com/motors/used-cars/chevrolet/camaro/2019/1/20/black-matt-camaro-gcc-custom-limbo-car-pre-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=567","Chevrolet","Camaro","2013","165,000","43000"
"Luxury Cadillac SRX 2013 GCC. Top Option. AWD...","https://dubai.dubizzle.com/motors/used-cars/cadillac/srx/2019/1/23/srx-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=568","Cadillac","SRX","2013","149,000","43500"
"Volkswagen golf gti 2.0 turbo 2011","https://dubai.dubizzle.com/motors/used-cars/volkswagen/gti/2019/1/14/volkswagen-golf-gti-20-turbo-2011-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=569","Volkswagen","GTI","2011","164,000","26000"
"RX 350 full otption low millege","https://dubai.dubizzle.com/motors/used-cars/lexus/rx-series/2019/1/10/rx-350-full-otption-low-millege-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=570","Lexus","RX-Series","2017","13,000","133000"
"E300   2017","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2019/1/26/e300-2017-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIy&pos=571","Mercedes-Benz","E-Class","2017","13,000","157000"
"2014 BMW 535i + M Kit perfect condition","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2019/1/17/2014-bmw-535i-m-kit-perfect-condition-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=573","BMW","5-Series","2014","95,000","70000"
"2014 -Lexus IS-250 F Sports Series / 2.5-L V-...","https://dubai.dubizzle.com/motors/used-cars/lexus/is-series/2019/1/12/lexus-is-250-f-sports-series-25-l-v-6-awd--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=574","Lexus","IS-Series","2014","83,039","63500"
"Lexus RX 350F 2015","https://dubai.dubizzle.com/motors/used-cars/lexus/rx-series/2018/3/30/rx-350f-2015-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=575","Lexus","RX-Series","2015","15,000","90000"
"Lexus IS300 F 2017 Sports V-6 3.5-L","https://dubai.dubizzle.com/motors/used-cars/lexus/is-series/2018/7/6/is-300-2017-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=576","Lexus","IS-Series","2017","15,000","125000"
"2012 MERCEDES BENZ S63/AMG  Japan Specs","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2019/1/9/s63-2012-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=577","Mercedes-Benz","S-Class","2012","85,000","95000"
"2015 Lexus NX-200-T V-4 2.0-L (Turbo) / 4-W.D...","https://dubai.dubizzle.com/motors/used-cars/lexus/nx-200t/2019/1/9/nx-200t-2015-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=578","Lexus","NX 200t","2015","59,953","85000"
"FOOD TRUCK FOR SALE - Price Negotiable","https://dubai.dubizzle.com/motors/used-cars/toyota/other/2019/1/17/food-truck-for-sale-price-negotiable-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=579","Toyota","Other","2016","15,000","735000"
"RANGE ROVER SPORT///HSE V6///SUPERCHARGE///GC...","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-sport/2019/1/9/range-rover-sporthse-v6superchargegcc2015w-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=580","Land Rover","Range Rover Sport","2015","75,113","198000"
"///2019///LAND CRUISER///VXR 5.7L V8///ONLY 1...","https://dubai.dubizzle.com/motors/used-cars/toyota/land-cruiser/2019/1/10/2019land-cruiservxr-57l-v8only-1-000-kmgcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=581","Toyota","Land Cruiser","2019","1,853","315000"
"Lexus  IS 300F 2018","https://dubai.dubizzle.com/motors/used-cars/lexus/is-series/2019/1/9/is-300f-2018-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=582","Lexus","IS-Series","2018","4,000","120000"
"2015 MERCEDES BENZ S-550 KIT 63 AMG V-8 / 4.5...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2018/8/11/s550-2015-kit-63-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=583","Mercedes-Benz","S-Class","2015","88,641","245000"
"Renault Symbol 1.6L 2016 Model perfect condit...","https://dubai.dubizzle.com/motors/used-cars/renault/symbol/2018/11/16/renault-symbol-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=584","Renault","Symbol","2016","140,000","14000"
"Porsche Cayenne 2013 V6 Top of the Range","https://dubai.dubizzle.com/motors/used-cars/porsche/cayenne/2019/1/26/porsche-cayenne-2013-v6-top-of-the-range-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=585","Porsche","Cayenne","2013","78,000","116000"
"s500 GCC Specs , Recently serviced, detailed ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2019/1/23/vlad-zapletin-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=586","Mercedes-Benz","S-Class","2014","56,000","230000"
"JAGUAR XK 4.2L V8 COUPE.FULL SERVICE HISTORY....","https://dubai.dubizzle.com/motors/used-cars/jaguar/xk/2019/1/26/jaguar-xk-42l-v8-coupefull-service-history-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=587","Jaguar","XK","2007","100,000","29000"
"Lamborghini Aventador spider, Cabrio, new tir...","https://dubai.dubizzle.com/motors/used-cars/lamborghini/aventador/2019/1/17/cabrio-new-tires-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=588","Lamborghini","Aventador","2015","14,894","999888"
"VERIFIED CAR! MASERATI QUATTROPORTE 2015 - FU...","https://dubai.dubizzle.com/motors/used-cars/maserati/quattroporte/2019/1/26/verified-car-maserati-quattroporte-2015-fu-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=589","Maserati","Quattroporte","2015","33,800","135000"
"SELLING MY MERCEDES E 300 AMG 2018 MODEL","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2019/1/14/selling-my-mercedes-e-300-amg-2018-model-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=590","Mercedes-Benz","E-Class","2018","3,150","151000"
"AVAILABLE ON 00 ZERO DOWNPAYMENT LEXUS IS250 ...","https://dubai.dubizzle.com/motors/used-cars/lexus/is-series/2018/9/24/lexus-is250-full-option-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=591","Lexus","IS-Series","2009","89,221","26000"
"OPEL ASTRA","https://dubai.dubizzle.com/motors/used-cars/opel/astra/2019/1/8/opel-astra-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=592","Opel","Astra","2015","41,518","39900"
"HONDA CITY","https://dubai.dubizzle.com/motors/used-cars/honda/city/2018/12/26/honda-city-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=593","Honda","City","2019","12,890","53900"
"BMW 428I SPORT","https://dubai.dubizzle.com/motors/used-cars/bmw/4-series/2019/1/8/bmw-428i-sport-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=594","BMW","4-Series","2015","57,424","117900"
"SOLD SOLD SOLD","https://dubai.dubizzle.com/motors/used-cars/nissan/tiida/2019/1/20/18-sv-top-range-tiida-with-warranty-amp-se-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=595","Nissan","Tiida","2014","63,000","28000"
"Mercedes S500 L AMG 2017 GCC under warranty s...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2018/12/27/mercedes-s500-l-amg-2017-gcc-under-warrant-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=596","Mercedes-Benz","S-Class","2017","14,500","395000"
"NISSAN PATROL SAFARI 2018 4WD","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2019/1/12/nissan-patrol-safari-2018-4wd-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDIz&pos=597","Nissan","Patrol","2018","0","129000"
"1972 Corvette Stingray convertible","https://dubai.dubizzle.com/motors/used-cars/chevrolet/corvette/2019/1/26/1972-corvette-stingray-convertible-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=599","Chevrolet","Corvette","1972","3,000","145000"
"Mistubishi Lancer 2016 - Lady Driven - Low Mi...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/lancer/2019/1/23/mistubishi-lancer-2016-lady-driven-low-mil-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=600","Mitsubishi","Lancer","2016","18,200","28000"
"AUDI R8 SPYDER / V8 QUATTRO S / GCC SPECS / F...","https://dubai.dubizzle.com/motors/used-cars/audi/r8/2019/1/26/audi-r8-spyder-v8-quattro-s-gcc-specs-full-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=601","Audi","R8","2014","79,000","189000"
"EXCELLENT 4X4 NISSAN XTERRA 783 X 60 MONTH{BU...","https://dubai.dubizzle.com/motors/used-cars/nissan/xterra/2018/11/21/excellent-4x4-nissan-xterra-783-x-60-month-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=602","Nissan","Xterra","2014","96,850","47950"
"BMW 535i - Full Service History - two keys","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2019/1/5/bmw-535i-full-service-history-two-keys-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=603","BMW","5-Series","2011","160,000","49000"
"GET IT ON EMI WITH ZERO DOWNPAYMENT CHALLENGE...","https://dubai.dubizzle.com/motors/used-cars/dodge/challenger/2018/9/3/we-can-arrange-emi-with-00-zero-downpaymen-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=604","Dodge","Challenger","2016","52,081","55000"
"BMW X6.GCC 2013 Low km 130000  50xDrive","https://dubai.dubizzle.com/motors/used-cars/bmw/x6/2019/1/20/bmw-x6gcc-2011-low-km-85000-50xdrive-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=605","BMW","X6","2013","130,000","67000"
"Aston Martin","https://dubai.dubizzle.com/motors/used-cars/aston-martin/rapide/2019/1/20/aston-martin-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=606","Aston Martin","Rapide","2011","70,000","200000"
"it’s sold","https://dubai.dubizzle.com/motors/used-cars/toyota/land-cruiser/2018/7/9/land-cruise-vxr-2008-gcc-single-owner-with-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=607","Toyota","Land Cruiser","2014","235,000","95000"
"2014 Toyota FJ Cruiser Immaculate No Accident...","https://dubai.dubizzle.com/motors/used-cars/toyota/fj-cruiser/2019/1/26/fj-cruiser-2015-matt-black-color-low-milea-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=608","Toyota","FJ Cruiser","2014","98,177","28000"
